PROVIDER_ID,IMM_3_DEN,EDAC_30_AMI_DEN,READM_30_HOSP_WIDE_DEN,EDAC_30_HF_DEN,OP_18B_DEN,OP_23_DEN,MORT_30_COPD_DEN,HAI_3_DEN_VOL,HAI_5_DEN_PRED,OP_13_DEN,HAI_5_DEN_VOL,HAI_1_DEN_VOL,READM_30_HIP_KNEE_DEN,H_NUMB_COMP,HAI_6_DEN_VOL,MORT_30_HF_DEN,PC_01_DEN,SAFE_USE_OF_OPIOIDS_DEN,READM_30_COPD_DEN,OP_10_DEN,COMP_HIP_KNEE_DEN,HAI_2_DEN_PRED,OP_29_DEN,OP_22_DEN,MORT_30_AMI_DEN,MORT_30_PN_DEN,OP_36_DEN,MORT_30_CABG_DEN,HAI_1_DEN_PRED,HAI_6_DEN_PRED,H_RESP_RATE_P,HCP_COVID_19_DEN,READM_30_CABG_DEN,PSI_90_SAFETY_DEN,HAI_3_DEN_PRED,OP_8_DEN,MORT_30_STK_DEN,PSI_4_SURG_COMP_DEN,HAI_2_DEN_VOL,OP_32_DEN,OP_35_ED_DEN,OP_35_ADM_DEN,SEP_1_DEN,EDAC_30_PN_DEN,HAI_4_DEN_VOL,HAI_4_DEN_PRED,Total_m_cnt,std_MORT_30_AMI,std_MORT_30_CABG,std_MORT_30_COPD,std_MORT_30_HF,std_MORT_30_PN,std_MORT_30_STK,std_PSI_4_SURG_COMP,std_COMP_HIP_KNEE,std_HAI_1,std_HAI_2,std_HAI_3,std_HAI_4,std_HAI_5,std_HAI_6,std_PSI_90_SAFETY,std_EDAC_30_AMI,std_EDAC_30_HF,std_EDAC_30_PN,std_OP_32,std_READM_30_CABG,std_READM_30_COPD,std_READM_30_HIP_KNEE,std_READM_30_HOSP_WIDE,std_OP_35_ADM,std_OP_35_ED,std_OP_36,std_H_COMP_1_STAR_RATING,std_H_COMP_2_STAR_RATING,std_H_COMP_3_STAR_RATING,std_H_COMP_5_STAR_RATING,std_H_COMP_6_STAR_RATING,std_H_COMP_7_STAR_RATING,std_H_GLOB_STAR_RATING,std_H_INDI_STAR_RATING,std_HCP_COVID_19,std_IMM_3,std_OP_10,std_OP_13,std_OP_18B,std_OP_22,std_OP_23,std_OP_29,std_OP_8,std_PC_01,std_SAFE_USE_OF_OPIOIDS,std_SEP_1
361319,193,,312,,377,,,,,,,,34,365,7042,,,861,,364,,,,6910,,,118,,,2.408,34,207,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,0.0693041758,,,,,,,,-0.48428557,-0.264335032,,,-0.599837257,1.5777071423,1.5776682088,1.6495079648,1.7914908957,1.6690784566,0.9331768019,1.6647544446,1.0384405328,-0.391156634,-0.91879953,-3.078429773,,1.1635469476,0.5977453531,,,,,0.0119923747,
361320,406,,83,29,338,17,27,,,,,,,,3510,28,,59,,428,,,,16407,,45,41,,,1.157,,342,,,,,,,,,,,32,45,,,16,,,0.2827994746,0.0495000455,-0.108101308,,,,,,,,,1.0249376044,,,0.6778506155,0.7678503237,,,,,0.9158870412,,,0.0838771007,,,,,,,,,-0.460565619,0.1175005918,-0.301299404,,0.2845265676,0.1636017162,0.0098003615,,,,0.1956780474,0.687542574
361321,260,,61,,344,21,,,,,,,,,,,,48,,149,,,,,,,,,,,,233,,,,,,,,82,,,,27,,,9,,,,,,,,,,,,,,,,,,0.2937509086,-0.831285044,,,,0.0307204863,,,,,,,,,,,,-0.52501682,0.9901743784,0.5042803971,,0.5276598642,,-2.447875236,,,,0.0119923747,
361322,232,,,,379,,,,,,,,,,,,,0,,250,,,86,5370,,,47,,,,,246,,,,,,,,231,,,,,,,8,,,,,,,,,,,,,,,,,,,0.391905911,,,,,,,-0.599837257,,,,,,,,,-0.296958725,-0.646088971,-0.810086648,,1.05133158,1.03188899,,0.6210143556,,,,
361323,564,,85,27,366,,,,,45,,,,283,4319,,49,279,,167,,,,11010,,28,34,,,1.23,31,699,,,,,,,,140,,,11,28,,,24,,,,,-1.420833485,,,,,,,,,1.0249376044,,,-0.730428177,0.7415114673,-0.219689567,,,,-0.55939055,,,0.0838771007,-0.243473324,0.5707605124,0.70891858,-0.254180641,-0.312251048,-1.00956652,-0.226011679,0.0203364607,-0.351494357,-0.26429419,0.9706687033,0.7231759468,0.9765213348,1.03188899,,,,0.5516815849,1.2977920836,0.7469851548
361324,386,,104,34,,,,,,,,,,,5192,27,,48,,334,,,19,7112,,40,44,,,1.755,,421,,,,,,,,153,,,,44,,,14,,,,0.4195949437,0.0991721934,,,,,,,,,-0.287619153,,,1.5152055731,0.4386146188,-0.321622146,,,,-0.116807273,,,0.0838771007,,,,,,,,,1.6712817886,-1.791473316,0.0802910279,,,1.03188899,,0.2632395775,,,-0.355378971,
361325,1408,67,252,42,373,,,,,49,,,,246,6329,38,43,368,,312,,,85,15105,67,59,56,,,2.874,21,1201,,,,,,,,212,,,,59,,,27,0.2307659691,,,-1.199570236,-0.004464557,,,,,,,,,-1.379113719,,0.8803275861,-1.729544888,1.3034070705,-0.321622146,,,,-0.706918309,,,0.0838771007,0.6671169089,0.5707605124,0.70891858,0.7686551275,0.6784137042,-0.038194859,0.7193713829,0.5293884968,-0.440734481,0.1720427035,-0.470895152,2.0035128624,0.7707931608,0.5977453531,,0.3347945331,,0.1409842852,1.4814777564,
361326,412,,129,42,415,,33,,,,,,,,4068,40,,91,43,223,,,,,,63,43,,,1.847,,,,,,,,,,50,,,,69,,,14,,,0.2827994746,-0.413118577,0.0646266098,,,,,,,,,-1.468920234,,,-0.606728013,-0.15400965,0.2899733314,,0.3628172381,,-0.264335032,,,-0.257980078,,,,,,,,,,-0.537004748,-0.958482927,,-0.631898935,,,,,,-2.192235698,
361327,91,,,,,,,,,,,,,,,,,50,,52,,,,3671,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2811269268,0.4194825233,,,1.03188899,,,,,0.1956780474,
361328,802,,191,36,,,34,,,75,,,,174,3782,35,41,268,34,368,,,99,13192,,53,95,,,1.718,22,865,,,,,,,,339,34,34,,55,,,28,,,-0.51214234,-0.644427889,-0.833558564,,,,,,,,,1.0249376044,,,0.8919470535,0.6098171853,0.0861081721,,0.2635043322,,0.0307204863,0.7233592449,0.0451494461,0.4257342795,1.5777071423,1.5776682088,1.6495079648,0.7686551275,1.6690784566,0.9331768019,1.6647544446,1.5474925688,-0.52501682,0.2265848151,0.313485181,0.4321902842,,1.03188899,,0.6210143556,,-0.475061664,0.9304207382,
361329,,,184,37,73,,28,,,,,,40,137,,44,,115,25,368,36,,,,,56,59,,,,33,,,,,,,,,119,65,65,,57,,,24,,,0.8127606846,-0.135547404,-0.039010141,,,0.6987290924,,,,,,,,,0.5969697389,0.2674120522,-0.525487306,,0.6607559558,0.0232675619,0.7683592821,-0.590825045,-0.654163587,0.0838771007,1.5777071423,1.5776682088,1.6495079648,1.7914908957,1.6690784566,1.904548463,0.7193713829,1.0384405328,,,0.7162750817,,0.6398752319,,,,,,-3.478035407,
361330,450,,113,,,,,,,,,,,,,,,226,,223,,,,,,35,,,,,,,,,,,,,,,,,,30,,,6,,,,,0.0300810262,,,,,,,,,,,,,-0.035484796,,,,,-0.854446069,,,,,,,,,,,,,0.3902111501,-0.110504188,,,,,,,,-0.539064643,
361331,248,,149,44,437,17,30,,,,,,,,5258,30,,219,38,305,,,39,14227,,28,,,,1.16,,172,,,,,,,,158,31,31,39,38,,,20,,,0.2165543233,-0.413118577,0.0300810262,,,,,,,,,-0.96001665,,,1.7768789973,0.6273764229,0.0861081721,,-0.530998915,,0.3257760046,1.0884104365,-0.421059243,,,,,,,,,,-0.505185681,0.7174638201,0.589078271,,0.3032291289,0.1636017162,0.0098003615,-0.309200067,,,-0.171693298,-0.97684969
361332,755,,178,32,254,13,71,,,,,,,150,6153,34,,154,70,423,,,,14842,,82,57,,,2.793,24,,,,,,,,,237,32,32,,79,,,26,,,0.1503091721,-0.043023679,1.2046308687,,,,,,,,,-0.623817901,,,0.7682468893,1.0531879347,-0.627419885,,1.2566333912,,0.3257760046,1.0154001981,-0.187954898,0.4257342795,1.5777071423,0.5707605124,1.6495079648,-0.254180641,-0.312251048,-0.038194859,0.2466798521,1.5474925688,,-1.2460522,-0.174102594,,0.6959829157,-0.270541921,1.5262384964,,,,-1.457493007,
361333,783,,284,48,1242,,41,,,62,,,,230,4443,31,28,283,40,496,,,81,14067,,42,256,,,1.561,26,721,,,,,,,,291,26,26,35,47,,,30,,,-1.042103551,-1.199570236,-0.004464557,,,,,,,,,1.0249376044,,,1.1488627791,0.4912923316,-0.321622146,,0.0648785204,,-0.706918309,0.7233592449,-0.187954898,0.7675914583,0.6671169089,0.5707605124,0.70891858,-1.277016409,1.6690784566,0.9331768019,0.7193713829,0.5293884968,-0.361409926,-0.26429419,0.6314772079,0.1412046215,0.5089573029,1.03188899,,-3.386063159,,0.5516815849,0.7467350655,0.5092148315
361334,187,,76,,382,15,,,,,,,,,6137,,,151,,260,,,,13477,,33,,,,2.096,,130,,,,,,,,48,,,,35,,,12,,,,,0.0646266098,,,,,,,,,1.0249376044,,,,0.7371216579,0.2899733314,,,,-0.55939055,,,,,,,,,,,,-0.420903342,0.8810901551,0.9070702979,,1.0326290187,0.1636017162,-0.931437101,,,,-0.722750316,
370001,3457,284,3240,583,366,,139,146,9.926,861,117109,18338,133,872,104316,477,165,5004,166,645,120,20.637,76,43657,244,447,564,162,19.232,51.128,15,3516,156,,4.171,,308,173,17310,672,275,275,614,468,303,2.861,44,-0.317640728,-0.684276534,-0.247161735,0.3270712192,-0.280829226,-1.578100772,0.1408087133,0.0854445862,0.4123753091,0.7802187308,0.1875919606,0.3850526173,-0.266039548,0.9351310894,0.6422706209,1.2373118924,0.1640191642,0.385936906,0.2899733314,-0.951608837,0.8593817676,-0.653469947,0.7683592821,-1.393937666,0.5113581348,-0.941694436,-0.243473324,-0.436147184,-0.231670805,-0.254180641,-1.3029158,-1.00956652,-0.226011679,-0.488715575,-0.515101251,0.9901743784,-2.124453692,0.4321902842,-0.669304058,-2.007116468,,0.3347945331,,0.3463329351,0.5630493928,0.0931167656
370002,289,,273,56,367,,30,,,54,,,46,150,,57,23,162,32,312,44,,40,2392,,123,99,,,,22,201,,,,,27,,,251,,,64,124,,,31,,,-0.114671433,-0.366856715,-0.868104147,-0.18981605,,-0.06787654,,,,,,,-0.867683783,,1.2154705598,0.9653917467,-2.462206318,,1.5545721089,0.1924519392,1.0634148004,,,-2.992837509,0.6671169089,0.5707605124,0.70891858,0.7686551275,-0.312251048,-1.00956652,-1.17139474,-0.997767611,-0.088731769,-0.755173195,-0.810086648,0.8977673444,0.8269008446,0.5977453531,,-0.094535201,,0.5516815849,0.7467350655,-0.3229813
370004,677,,236,51,383,,,,,,,,,240,4964,45,42,545,25,272,,,54,16952,,73,134,,,2.861,17,502,,,,,,,,390,,,59,71,,,27,,,,-3.882758249,-2.699020078,,,,,,,,,1.0249376044,0.2647820199,,-0.454481657,0.407885953,-1.137082783,,0.0648785204,,-0.116807273,,,0.0838771007,1.5777071423,1.5776682088,1.6495079648,0.7686551275,-1.3029158,-0.038194859,0.7193713829,1.5474925688,-0.52501682,0.3356690385,0.1438894333,,0.9765213348,0.5977453531,,0.6210143556,,-0.475061664,-0.171693298,-0.560751624
370006,488,,356,78,366,,40,62,,67,,,69,251,8417,79,47,667,39,463,64,1.48,64,17654,,112,98,,,3.088,17,446,,,1.775,68,42,,2895,295,,,115,98,,,35,,,-0.114671433,0.0957619077,-0.660830646,0.5577218767,,-0.06787654,,-0.13001844,0.3962420777,,,0.2788527108,-0.27448741,,0.2686885339,-0.22863641,0.2899733314,,1.455259203,0.3616363166,0.0307204863,,,0.7675914583,-0.243473324,-0.436147184,0.70891858,-0.254180641,-0.312251048,-1.00956652,-1.17139474,0.5293884968,-0.520059035,-0.91879953,-0.004506846,0.2575988866,0.1536086387,0.1636017162,,0.2632395775,-0.912807064,0.5516815849,0.0119923747,-1.392947755
370008,6718,244,3334,299,396,35,375,191,3.206,732,61317,7179,141,319,52850,226,228,4628,414,1631,131,7.495,65,96031,201,258,645,40,6.366,33.066,18,5718,37,,5.182,102,315,102,8985,229,193,193,184,299,540,5.098,46,-0.082609286,-2.249014149,-2.102025971,-0.274332991,-0.142646892,-0.990749544,-2.715791752,1.1586924721,-0.94372212,0.3430991853,-0.399570869,0.9055827716,-0.814064691,0.2581281304,0.5883436779,0.9263900772,0.6540621223,1.2946274517,-0.219689567,-0.471883325,0.8593817676,-0.315101193,-0.264335032,-0.006743138,0.3948059626,0.0838771007,-0.243473324,-0.436147184,0.70891858,-0.254180641,-0.312251048,-0.038194859,0.2466798521,0.0203364607,-0.500227897,0.4992953735,0.6738761448,0.4321902842,0.4528496191,-0.704685558,0.6372920035,0.1916846219,-0.773842463,0.3463329351,0.7467350655,-0.025768396
370013,3873,,4080,220,377,18,141,393,6.163,,92946,8453,204,424,79048,209,74,7578,152,3457,190,7.405,108,61840,,678,1881,,7.551,67.479,18,2910,,,10.172,235,642,137,8781,4737,583,583,103,703,794,6.964,41,,,0.4152897771,-0.8757372,-0.004464557,1.1984686714,0.4842181344,0.5454079659,0.2574703923,-1.516801626,0.3601295574,0.6623927392,0.4089474322,0.5482722557,1.34332088,,1.3915054089,1.1453739321,0.6977036498,,-0.034434386,-1.499391834,1.0634148004,0.3583080533,-1.470028792,0.4257342795,-0.243473324,0.5707605124,-0.231670805,-0.254180641,0.6784137042,0.9331768019,0.2466798521,-0.488715575,-0.430818911,0.9356322668,-0.36489781,,0.4902547416,0.1636017162,-1.088310012,0.5494594,0.4212531026,0.3463329351,0.5630493928,0.2714445081
370014,681,164,1223,198,380,15,183,,1.018,,21083,1253,54,429,21083,170,65,2077,206,473,49,3.253,87,20809,186,338,159,,1.025,6.906,12,643,,,,43,59,33,4234,260,,,156,370,134,1.187,40,-0.787703611,,-0.710877794,-0.366856715,0.3409912786,0.8780952741,0.8156232311,-1.294445553,-0.348561124,0.5025192549,,1.1084136071,-1.966363892,-0.308343733,0.80405145,-0.904593946,-1.37747519,-0.211077172,-1.137082783,,-3.31176028,-0.653469947,-2.182195901,,,-0.257980078,-1.154063558,-1.44305488,-0.231670805,-1.277016409,-1.3029158,-1.00956652,-1.17139474,-0.997767611,-0.425861127,-1.300594311,0.1438894333,,0.4154444965,-0.270541921,0.8464558842,-0.380755023,-0.273569901,-0.064364365,-0.171693298,-1.571275498
370015,311,,128,27,345,,,,,54,,,,,,27,,88,28,316,,,52,15200,,68,55,,,,,357,,,,,,,,358,,,11,76,,,18,,,,0.2345474946,1.5155411211,,,,,,,,,,0.0490742479,,-0.463997054,1.4351013525,-0.117756987,,-0.233060197,,-0.55939055,,,0.0838771007,,,,,,,,,-0.465523404,1.0992586017,-0.386097278,0.8977673444,1.2944648766,0.1636017162,,-0.59541989,,,0.9304207382,0.7469851548
370016,729,69,502,79,387,,109,,,93,,1351,,333,10395,87,55,764,113,465,,1.664,71,19185,80,151,87,,1.155,6.8,16,816,,,,,50,,1941,365,61,61,57,150,,,36,0.9358602936,,-1.903290517,-1.014522787,-0.764467397,-0.456793881,,,0.9776423739,1.0287769037,,,,0.0094331659,0.6961975639,0.5751635822,1.5389940662,0.298140718,-0.525487306,,-0.034434386,,0.7683592821,0.2122875767,-1.35347662,-0.257980078,0.6671169089,-0.436147184,0.70891858,0.7686551275,0.6784137042,-0.038194859,0.7193713829,0.0203364607,-0.52501682,0.6083795968,-2.548443061,0.1412046215,0.3593368127,0.1636017162,,0.6210143556,,0.5516815849,1.1141064109,-1.095734851
370018,,113,1095,240,409,17,77,71,,260,,,78,653,17325,206,54,1018,83,999,75,1.73,154,23948,106,229,439,,,7.091,21,441,,,1.755,91,105,38,2486,855,,,385,237,,,38,-1.022735052,,-2.300761424,-1.800974446,0.0991721934,-0.777167279,-1.294565496,-0.834482173,,1.0287769037,0.3868795724,,,0.0508823266,-0.112706581,1.8649133343,0.6730929168,0.8161382271,-0.423554726,,2.1504495443,0.1924519392,0.3257760046,,,-0.599837257,-0.243473324,-0.436147184,0.70891858,0.7686551275,-1.3029158,-0.038194859,-0.226011679,1.5474925688,-0.460565619,,-0.237700999,0.4321902842,-0.370063077,-1.572972831,-0.61769128,0.6210143556,-0.1346053,-0.680410314,0.5630493928,-0.501309043
370019,500,,250,66,471,,,,,57,,,73,155,4809,58,31,,,502,67,,48,13167,,92,93,,,1.374,18,588,,,,,,,,341,,,72,92,,,28,,,,-1.430879548,0.6864471147,,,-3.900904705,,,,,,-0.651450675,0.4804897919,,0.83485467,0.5922579477,-1.137082783,,,-2.006944966,0.9158870412,,,-0.257980078,-0.243473324,0.5707605124,1.6495079648,-0.254180641,0.6784137042,-0.038194859,-0.226011679,0.5293884968,-0.515101251,0.3356690385,-0.386097278,-1.080935161,1.2757623153,1.03188899,,0.3347945331,,-0.064364365,,-0.620194204
370020,959,,858,212,365,,67,52,,,,2673,30,498,17791,199,24,1386,68,788,29,1.308,78,21362,,244,240,,1.873,13.497,16,652,,,1.429,38,68,,1862,404,96,96,95,255,,,37,,,0.2827994746,0.9284754289,1.4464499539,0.5043263105,,-0.9878033,0.252035132,-0.282581733,1.149255,,,0.6841333937,0.965832279,,0.5969697389,0.3332591932,-1.239015363,,-1.226189256,-0.145916815,-0.264335032,-0.006743138,0.2782537905,0.7675914583,-0.243473324,-0.436147184,0.70891858,-0.254180641,0.6784137042,-0.038194859,-0.226011679,-1.506819647,-0.465523404,0.7720059318,0.0166926225,,0.1723111999,0.5977453531,,0.4063494887,-0.996185825,-0.269713014,0.0119923747,0.9253128974
370022,862,,597,86,396,,46,,,,,,282,216,7383,79,33,683,48,323,251,1.341,77,16101,,128,176,,,3.692,18,947,,,,,42,,1827,334,,,82,119,,,32,,,-0.114671433,-0.505642302,-0.31537481,0.4509307443,,-0.681161047,,1.0287769037,,,,1.0249376044,-1.083391555,,-0.20232363,1.1804924073,-0.831285044,,0.7600688617,0.8691894486,0.3257760046,,,0.0838771007,0.6671169089,0.5707605124,0.70891858,0.7686551275,0.6784137042,-0.038194859,-0.226011679,0.0203364607,-0.515101251,0.4992953735,-0.470895152,,1.1635469476,0.1636017162,,-1.024749624,,-0.064364365,-0.539064643,-0.917407109
370023,1143,,1259,244,456,17,135,,,211,,2577,174,396,16754,200,44,1341,146,1552,141,2.828,138,29691,,283,318,,1.742,9.105,19,1176,,,,82,66,27,4217,1000,,,144,307,,,37,,,0.3490446258,0.3270712192,-0.868104147,0.2907440456,-0.466695843,-0.221197667,0.1976825297,1.0287769037,,,,-2.516662909,0.6961975639,,1.6246326414,0.8556465117,-3.583464694,,0.9586946735,-0.145916815,-0.55939055,,,0.7675914583,0.6671169089,0.5707605124,1.6495079648,0.7686551275,1.6690784566,0.9331768019,0.7193713829,0.5293884968,-0.500227897,0.7720059318,0.2922857125,-0.731752366,0.2284188838,0.5977453531,0.0098003615,0.2632395775,-0.204087601,-0.475061664,-0.539064643,0.8064277357
370025,1324,85,2113,447,377,22,139,52,2.625,135,41881,5135,104,748,41086,383,48,2802,164,785,97,5.837,64,31991,114,376,164,,4.643,28.753,33,1243,,,1.353,98,154,52,5816,677,129,129,181,410,,,43,0.9358602936,,2.2039088609,0.789689842,1.2737220359,1.2518642376,1.0205541965,0.2387657127,-0.777946683,0.1476810356,1.149255,,0.5793012891,-0.096492467,-1.514807099,0.7594135468,0.9680702314,-0.241805838,0.391905911,,-0.133747291,-2.176129343,0.4733037638,-3.073173148,1.2106711679,0.7675914583,-0.243473324,-0.436147184,0.70891858,-0.254180641,0.6784137042,-0.038194859,-0.226011679,0.0203364607,-0.515101251,0.5538374851,-1.128078674,-0.149781041,-0.482278445,0.1636017162,0.1143823019,-1.167859535,1.5329699082,-1.912502213,0.1956780474,-0.620194204
370026,701,,844,186,365,,47,49,,174,,,129,427,13238,174,50,714,47,589,120,,25,16864,45,258,400,,,12.221,22,622,,,1.345,60,105,27,,557,81,81,105,255,,,38,-0.395984542,,-1.572064761,-0.413118577,-1.869926072,-2.272243133,0.5853974395,-1.601087806,,,0.1554919426,,,0.2719445173,0.1030011909,,1.5437517648,0.3991063342,-0.015824407,,0.0648785204,0.3616363166,2.3911646327,0.7963694832,-0.654163587,0.4257342795,0.6671169089,0.5707605124,0.70891858,-0.254180641,0.6784137042,0.9331768019,0.7193713829,0.0203364607,0.1938619571,-0.373378413,-2.230451034,1.3633444046,0.5650649868,0.1636017162,,0.6210143556,1.0465938058,0.5516815849,0.7467350655,0.9253128974
370028,8213,378,4460,625,398,,240,456,12.465,903,159754,25681,73,325,144005,527,76,10531,255,1864,72,27.855,108,77458,275,653,1632,206,31.011,136.284,17,4452,200,,12.027,,540,265,18138,1810,363,363,78,716,275,2.336,44,-0.866047425,-0.563912102,-1.307084156,-0.320594853,0.0646266098,-1.204331809,-0.246330746,0.2387657127,0.4952630277,0.6602251301,0.2598170012,-1.993035444,-1.129058615,0.0278550151,0.965832279,-0.190625333,0.4209348898,0.078650248,-2.360273739,0.1277735651,0.0648785204,-0.48428557,1.5059980778,2.0375435346,-2.169341825,0.0838771007,-0.243473324,0.5707605124,-0.231670805,-0.254180641,-0.312251048,0.9331768019,0.7193713829,0.0203364607,-0.52501682,-0.537004748,-0.004506846,0.0248103565,0.1723111999,0.1636017162,,0.6210143556,,-1.296456264,0.3793637201,-0.917407109
370034,926,50,669,157,434,17,73,,,211,,1582,68,399,8580,150,47,987,80,662,56,2.425,53,23531,58,151,155,,1.439,5.449,17,929,,,,,47,,2391,141,,,75,168,,,37,0.309109783,,-1.439574458,0.14202377,-1.593561403,-0.403398315,,0.3920868393,0.9776423739,0.3225288538,,,,-3.624276594,0.2647820199,0.4139448632,0.910977848,0.5483598538,0.2899733314,,-1.722753786,0.1924519392,0.1782482455,,,0.4257342795,0.6671169089,0.5707605124,0.70891858,0.7686551275,-0.312251048,-0.038194859,-0.69870321,0.0203364607,-0.52501682,0.9356322668,-0.407296747,-0.731752366,0.041393271,0.1636017162,1.2124926754,0.1916846219,,0.5516815849,1.4814777564,-1.630718079
370037,3915,183,3563,406,374,12,108,173,7.784,461,102600,13528,791,1709,100819,372,25,6821,114,1269,669,9.634,84,123818,185,447,863,79,12.472,68.588,18,3237,76,,4.824,91,316,145,9749,1350,387,387,91,461,,,45,-0.239296914,0.399003353,-0.247161735,-0.135547404,-0.280829226,1.2518642376,-0.284487349,0.852050219,-0.657012143,-0.217442349,0.0404668781,,-2.11100396,0.6219596526,-1.622660985,0.3621245607,-0.716155081,-0.966124389,-1.544813102,0.9672932116,0.7600688617,1.8842957126,1.8010535961,0.7233592449,-1.35347662,-0.599837257,-0.243473324,0.5707605124,-0.231670805,-0.254180641,-0.312251048,-0.038194859,-0.226011679,0.0203364607,-0.460565619,0.4447532618,0.6314772079,-0.266175306,0.5650649868,0.1636017162,-0.669982251,0.1201296663,1.6997274291,-0.269713014,0.0119923747,-0.97684969
370039,882,,409,119,365,,66,,,93,,,29,283,6289,108,75,944,71,429,26,,271,19052,28,118,99,,,2.515,15,548,,,,,,,,527,,,46,118,,,32,-0.631015983,,0.8127606846,-0.320594853,-0.31537481,,,0.6987290924,,,,,,0.1084506054,0.3187089629,,0.292477027,0.6537152793,-1.544813102,,0.7600688617,-0.653469947,-0.264335032,,,0.4257342795,-0.243473324,0.5707605124,0.70891858,-0.254180641,-1.3029158,-1.00956652,-0.226011679,0.0203364607,-0.445692265,0.8810901551,-0.513294089,0.7231759468,0.4341470578,0.5977453531,,-1.597189269,,-1.296456264,0.9304207382,0.9253128974
370047,1253,62,1393,284,357,24,84,,,249,,1414,,428,22057,272,35,2098,89,1048,,,82,34801,80,383,354,,1.013,20.706,16,950,,,,83,106,34,,796,121,121,134,405,,,38,0.3874535968,,0.4815349283,1.2060466026,0.7900838655,0.7713041416,0.285718057,,-0.36350809,,,,,0.4699793965,0.6422706209,0.9551791342,0.0308036028,0.1488871984,-1.95254342,,-0.630311821,,-1.149501587,-1.393937666,-0.770715759,0.7675914583,-0.243473324,-0.436147184,0.70891858,-0.254180641,-1.3029158,-1.00956652,-0.226011679,-0.488715575,-0.455607835,0.7174638201,0.1438894333,1.072358742,0.3219316902,0.5977453531,-0.199363519,0.4779044444,0.5324247832,-0.064364365,0.3793637201,0.5686574123
370049,2009,103,1464,219,467,24,101,51,,447,,1876,491,353,15924,202,56,1662,101,1113,453,3.89,420,30785,83,226,469,,1.686,8.174,22,1815,,,1.361,157,83,26,3808,1510,160,160,423,225,170,1.437,43,-0.866047425,,-1.439574458,-0.736951613,0.6173559475,-1.578100772,0.3367364354,1.6186558519,0.9776423739,0.1476810356,1.149255,1.1084136071,,-1.791302596,-0.27448741,0.4139448632,-1.177651847,-0.658837731,-1.239015363,,-1.62344088,1.5459269579,-0.264335032,0.2122875767,-0.537611415,0.7675914583,1.5777071423,1.5776682088,0.70891858,0.7686551275,0.6784137042,0.9331768019,1.1920629137,0.5293884968,-0.296958725,0.9901743784,-1.488469638,0.7231759468,0.2097163225,-0.704685558,1.107910735,0.1201296663,-1.774387589,0.1409842852,0.9304207382,0.0336741848
370054,648,,276,63,460,17,36,,,79,,,37,108,4401,55,,376,39,364,32,,114,14935,,71,141,,,2.114,17,663,,,,,,,,419,,,68,73,,,31,,,-0.445897189,-0.135547404,-0.108101308,,,-1.754408933,,,,,,-2.242637902,0.4265628489,,-1.16813645,1.6458122036,2.0228271849,,-0.729624727,0.8691894486,0.9158870412,,,0.0838771007,0.6671169089,-1.44305488,1.6495079648,-0.254180641,0.6784137042,-1.00956652,-0.226011679,1.0384405328,-0.386198849,0.5538374851,-0.873685053,-0.964540896,0.9391162123,-0.270541921,-1.872674564,0.4779044444,,,-0.539064643,0.687542574
370056,2320,167,2392,577,344,13,178,70,2.911,388,48596,3208,153,634,45103,501,28,2843,204,1029,143,6.883,124,53678,156,501,424,62,2.66,29.508,17,2035,57,,1.893,86,182,85,8815,969,340,340,219,540,,,45,-0.709359797,-2.249014149,0.2165543233,0.7434279797,-0.039010141,0.5577218767,-0.603888121,-2.521014566,-4.641057898,-0.466000522,-2.383084481,,-2.120646631,0.4008974619,-3.078688447,-1.716445352,-0.687608889,-0.772972776,0.391905911,-0.471883325,-0.233060197,-2.006944966,-3.362417974,-0.152763615,-1.120372276,0.4257342795,-0.243473324,0.5707605124,-0.231670805,-0.254180641,0.6784137042,-1.00956652,-0.69870321,-0.997767611,-0.515101251,-0.973341641,-0.534493558,0.7813730793,0.2658240063,0.5977453531,-0.46081837,-0.523864934,1.6580380489,0.5516815849,0.5630493928,-0.501309043
370057,396,,78,,346,,,,,,,,,,,,,90,,191,,,255,15706,,32,,,,,,309,,,,,,,,130,,,11,33,,,12,,,,,-0.660830646,,,,,,,,,,,,,0.232293577,0.391905911,,,,0.1782482455,,,,,,,,,,,,-0.480396758,1.2083428251,-1.212876548,,0.8269008446,-0.270541921,,-0.380755023,,,-0.539064643,0.2120019273
370078,1713,96,804,164,385,,52,83,2.119,86,35106,7345,,642,34116,138,62,1787,63,140,,6.779,83,40757,94,98,51,34,6.29,14.846,12,1083,33,,2.495,,31,46,6991,103,,,84,105,,,39,-1.101078866,-0.925005398,0.1503091721,-1.153308374,-1.213559983,0.2373484794,-0.900566422,,0.3294875904,-2.259047756,-0.994758703,,0.4330541101,0.4055029242,0.965832279,0.8515385291,-0.397389273,0.0040234882,0.6977036498,-1.311402972,0.0648785204,,-1.149501587,,,-1.625408793,-1.154063558,-0.436147184,-0.231670805,-1.277016409,-1.3029158,-1.00956652,-0.226011679,-0.488715575,-0.465523404,0.4992953735,0.1650889017,0.6649788143,1.1261418251,-0.270541921,,-1.096304579,,-0.064364365,1.1141064109,-0.857964528
